
Code;Text
MD11AX13;monobenzone
MD11AX16;eflornithine
MD11AX18;diclofenac
MD11AX21;brimonidine
MD11AX22;ivermectin
MD11AX23;aminobenzoate potassium
MD11AX24;deoxycholic acid
MD11AX25;hydrogen peroxide
MD11AX26;caffeine
MD11AX27;oxymetazoline
MD11AX52;gamolenic acid, combinations
MD11AX57;collagen, combinations
MG;Urogenital system and sex hormones
MG01;gynecological anti-infectives and antiseptics
MG01A;anti-infectives/antiseptics, excl. combinations with corticosteroids
MG01AA;antibiotics
MG01AA01;nystatin
MG01AA02;natamycin
MG01AA03;amphotericin
MG01AA04;candicidin
MG01AA05;chloramphenicol
MG01AA06;trichomycin
MG01AA07;oxytetracycline
MG01AA08;carfecillin
MG01AA09;mepartricin
MG01AA10;clindamycin
MG01AA11;pentamycin
MG01AA51;nystatin, comb.
MG01AB;arsenic compounds
MG01AB01;acetarsol
MG01AC;quinoline derivatives
MG01AC01;diiodohydroxyquinoline
MG01AC02;clioquinol
MG01AC03;chlorquinaldol
MG01AC05;dequalone
MG01AC06;broxyquinoline
MG01AC30;oxyquinoline
MG01AD;organic acids
MG01AD01;lactic acid
MG01AD02;acetic acid
MG01AD03;ascorbic acid
MG01AE;sulfonamides
MG01AE01;sulfatolamide
MG01AE10;combinations of sulfonamides
MG01AF;imidazole derivatives
MG01AF01;metronidazole
MG01AF02;clotrimazole
MG01AF04;miconazole
MG01AF05;econazole
MG01AF06;ornidazole
MG01AF07;isoconazole
MG01AF08;tioconazole
MG01AF11;ketoconazole
MG01AF12;fenticonazole
MG01AF13;azanidazole
MG01AF14;propenidazole
MG01AF15;butoconazole
MG01AF16;omoconazole
MG01AF17;oxiconazole
MG01AF18;flutrimazole
MG01AF19;sertaconazole
MG01AF20;combinations of imidazole derivatives
MG01AF21;tinidazole
MG01AF55;econazole, combinations
MG01AG;triazole derivatives
MG01AG02;terconazole
MG01AX;other anti-infectives and antiseptics
MG01AX01;clodantoin
MG01AX02;inosine
MG01AX03;metacresol sulfonic acid formaldehyde
MG01AX05;nifuratel
MG01AX06;furazolidone
MG01AX09;methylrosaniline
MG01AX11;iodine/polyvidone
MG01AX12;ciclopirox
MG01AX13;prothiophate
MG01AX14;lactobacillus
MG01AX15;copper rust night
MG01AX16;hexetidine
MG01AX17;dapivirine
MG01AX66;octenidine, combinations
MG01B;anti-infectives/antiseptics in combination with corticosteroids
MG01BA;antibiotics and corticosteroids
MG01BC;quinoline derivatives and corticosteroids
MG01BD;antiseptics and corticosteroids
MG01BE;sulfonamides and corticosteroids
MG01BF;imidazole derivatives and corticosteroids
MG02;other gynecological agents
MG02A;uterotonics
MG02AB;secale alkaloids
MG02AB01;methylergometrine
MG02AB02;secale alkaloids
MG02AB03;ergometrine
MG02AC;secale alkaloids and oxytocin incl. derivatives in combination
MG02AC01;methylergometrine and oxytocin
MG02AD;prostaglandins
MG02AD01;dinoprost
MG02AD02;dinoprostone
MG02AD03;gemeprost
MG02AD04;carboprost
MG02AD05;sulprostone
MG02AD06;misoprostol
MG02AX;other uterotonics
MG02B;contraceptives for local application
MG02BA;intrauterine contraceptives
MG02BA01;plastic intrauterine device
MG02BA02;plastic intrauterine device with copper
MG02BA03;plastic intrauterine device with progestin
MG02BB;intravaginal contraceptives
MG02BB01;vaginal ring with progestin and estrogen
MG02BB02;vaginal ring with progestin
MG02C;other gynecological agents
MG02CA;sympathomimetics, anxiolytic
MG02CA01;ritodrine
MG02CA02;buphenin
MG02CA03;fenoterol
MG02CB;prolactin inhibitors
MG02CB01;bromocriptine
MG02CB02;lisurid
MG02CB03;cabergoline
MG02CB04;quinagolide
MG02CB05;metergoline
MG02CB06;tergurid
MG02CC;anti-inflammatory agents for vaginal administration
MG02CC01;ibuprofen
MG02CC02;naproxen
MG02CC03;benzydamine
MG02CC04;flunoxaprofen
MG02CX;other gynecological agents
MG02CX01;atosiban
MG02CX02;flibanserin
MG02CX03;chastity tree fruit
MG02CX04;silver rhizome
MG02CX05;bremelanotide
MG02CX06;fezolinetant
MG02CX07;elinazanetant
MG03;sex hormones and modulators of the genital system
MG03A;hormonal contraceptives for systemic use
MG03AA;gestagens and estrogens, fixed combinations
MG03AA01;ethynodiol and estradiol
MG03AA02;quingestanol and ethinylestradiol
MG03AA03;lynestrenol and ethinylestradiol
MG03AA04;megestrol and ethinylestradiol
MG03AA05;norethisterone and ethinylestradiol
MG03AA06;norgestrel and ethinylestradiol
MG03AA07;levonorgestrel and ethinylestradiol
MG03AA08;medroxyprogesterone and ethinylestradiol
MG03AA09;desogestrel and ethinylestradiol
MG03AA10;gestodene and ethinylestradiol
MG03AA11;norgestimate and ethinylestradiol
MG03AA12;drospirenone and ethinylestradiol
MG03AA13;norelgestromin and ethinylestradiol
MG03AA14;nomegestrol and estradiol
MG03AA15;chlormadinone and ethinylestradiol
MG03AA16;dienogest and ethinylestradiol
MG03AA17;medroxyprogesterone and estradiol
MG03AA18;drospirenone and estetrol
MG03AB;gestagens and estrogens, sequential preparations
MG03AB01;megestrol and ethinylestradiol
MG03AB02;lynestrenol and ethinylestradiol
MG03AB03;levonorgestrel and ethinylestradiol
MG03AB04;norethisterone and ethinylestradiol
MG03AB05;desogestrel and ethinylestradiol
MG03AB06;gestodene and ethinylestradiol
MG03AB07;chlormadinone and ethinylestradiol
MG03AB08;dienogest and estradiol
MG03AB09;norgestimate and ethinylestradiol
MG03AC;gestagens
MG03AC01;norethisterone
MG03AC02;lynestrenol
MG03AC03;levonorgestrel
MG03AC04;quingestanol
MG03AC05;megestrol
MG03AC06;medroxyprogesterone
MG03AC07;norgestrienone
MG03AC08;etonogestrel
MG03AC09;desogestrel
MG03AC10;drospirenone
MG03AD;emergency contraception
MG03AD01;levonorgestrel
MG03AD02;ulipristal
MG03B;androgens
MG03BA;3-oxoandrostene(4) derivatives
MG03BA01;fluoxymesterone
MG03BA02;methyltestosterone
MG03BA03;testosterone
MG03BB;5-androstanone(3) derivatives
MG03BB01;mesterolone
MG03BB02;androstanolone
MG03C;estrogens
MG03CA;natural and semi-synthetic estrogens, uncompounded
MG03CA01;ethinylestradiol
MG03CA03;estradiol
MG03CA04;estriol
MG03CA06;chlorotrianisene
MG03CA07;estrone
MG03CA09;promestrian
MG03CA53;estradiol, combinations
MG03CA57;conjugated estrogens
MG03CB;synthetic estrogens, uncompounded
MG03CB01;dienestrol
MG03CB02;diethylstilbestrol
MG03CB03;methylnestriol
MG03CB04;moxestrol
MG03CC;estrogens, combinations with other substances
MG03CC02;dienestrol
MG03CC03;methylnestriol
MG03CC04;estrone
MG03CC05;diethylstilbestrol
MG03CC06;estriol
MG03CC07;conjugated estrogens and bazedoxifene
MG03CX;other estrogens
MG03CX01;tibolone
MG03D;gestagens
MG03DA;pregnene(4) derivatives
MG03DA01;gestonorone
MG03DA02;medroxyprogesterone
MG03DA03;hydroxyprogesterone
MG03DA04;progesterone
MG03DB;pregnadiene derivatives
MG03DB01;dydrogesterone
MG03DB02;megestrol
MG03DB03;medrogestone
MG03DB04;nomegestrol
MG03DB05;demegeston
MG03DB06;chlormadinone
MG03DB07;promegestone
MG03DB08;dienogest
MG03DC;estrene derivatives
MG03DC01;allylestrenol
MG03DC02;norethisterone
MG03DC03;lynestrenol
MG03DC04;ethisterone
MG03DC06;ethynodiol
MG03DC31;methylestrenolone
MG03E;androgens and female sex hormones in combination.
MG03EA;androgens and estrogens
MG03EA01;methyltestosterone and estrogen
MG03EA02;testosterone and estrogen
MG03EA03;prasterone and estrogen
MG03EB;androgen, progestogen and estrogen in combination
MG03EK;androgens and female sex hormones in combination with other substances
MG03EK01;methyltestosterone
MG03F;progestogens and estrogens in combination
MG03FA;gestagens and estrogens, combinations
MG03FA01;norethisterone and estrogen
MG03FA02;hydroxyprogesterone and estrogen
MG03FA03;ethisterone and estrogen
MG03FA04;progesterone and estrogen
MG03FA05;methylnortestosterone and estrogen
MG03FA06;ethynodiol and estrogen
MG03FA07;lynestrenol and estrogen
MG03FA08;megestrol and estrogen
MG03FA09;noretynodrel and estrogen
MG03FA10;norgestrel and estrogen
MG03FA11;levonorgestrel and estrogen
MG03FA12;medroxyprogesterone and estrogen
MG03FA13;norgestimate and estrogen
MG03FA14;dydrogesterone and estrogen
MG03FA15;dienogest and estrogen
MG03FA16;trimegestone and estrogen
MG03FA17;drospirenone and estrogen
MG03FB;gestagens and estrogens, sequential preparations
MG03FB01;norgestrel and estrogen
MG03FB02;lynestrenol and estrogen
MG03FB03;chlormadinone and estrogen
MG03FB04;megestrol and estrogen
MG03FB05;norethisterone and estrogen
MG03FB06;medroxyprogesterone and estrogen
MG03FB07;medrogestone and estrogen
MG03FB08;dydrogesterone and estrogen
MG03FB09;levonorgestrel and estrogen
MG03FB10;desogestrel and estrogen
MG03FB11;trimegestone and estrogen
MG03FB12;nomegestrol and estrogen
MG03G;gonadotropin and other ovulation stimulants
MG03GA;gonadotropins
MG03GA01;chorionic gonadotropin
MG03GA02;gonadotropin, human menopausal
MG03GA03;serum gonadotropin
MG03GA04;urofollitropin
MG03GA05;follitropin alfa
MG03GA06;follitropin beta
MG03GA07;lutropin alfa
MG03GA08;chorionic gonadotropin alfa
MG03GA09;corifollitropin alfa
MG03GA10;follitropin delta
MG03GA30;combinations of gonadotropins
MG03GB;ovulation stimulants, synthetic
MG03GB01;cyclophenyl
MG03GB02;clomiphene
MG03GB03;epimestrol
MG03H;antiandrogens
MG03HA;antiandrogens, uncompounded
MG03HA01;cyproterone
MG03HB;antiandrogens and estrogens
MG03HB01;cyproterone and estrogen
MG03X;other sex hormones and modulators of the genital system.
MG03XA;antigonadotropins and similar substances
MG03XA01;danazol
MG03XA02;gestrinone
MG03XB;progesterone receptor modulators
MG03XB01;mifepristone
MG03XB02;ulipristal
MG03XB51;mifepristone, combinations
MG03XC;selective estrogen receptor modulators
MG03XC01;raloxifene
MG03XC02;bazedoxifene
MG03XC03;lasofoxifene
MG03XC04;ormeloxifene
MG03XC05;ospemifene
MG03XX;other sex hormones and modulators of the genital system
MG03XX01;prasterone
MG04;urology
MG04B;urological agents
MG04BA;acidifying agents
MG04BA01;ammonium chloride
MG04BA03;calcium chloride
MG04BC;agents for dissolving uric acid stones
MG04BD;drugs for frequent urination and incontinence
MG04BD01;emepron
MG04BD02;flavoxate
MG04BD03;meladrazine
MG04BD04;oxybutynin
MG04BD05;terodiline
MG04BD06;propiverine
MG04BD07;tolterodine
MG04BD08;solifenacin
MG04BD09;trospium
MG04BD10;darifenacin
MG04BD11;fesoterodine
MG04BD12;mirabegron
MG04BD13;desfesoterodine
MG04BD14;imidafenacin
MG04BD15;vibegron
MG04BE;drugs used for erectile dysfunction
MG04BE01;alprostadil
MG04BE02;papaverine
MG04BE03;sildenafil
MG04BE04;yohimbine
MG04BE06;moxisylyte
MG04BE07;apomorphine
MG04BE08;tadalafil
MG04BE09;vardenafil
MG04BE10;avanafil
MG04BE11;without file
MG04BE30;combinations of agents used in erectile dysfunction
MG04BE52;papaverine, combinations
MG04BX;other urology
MG04BX01;magnesium hydroxide
MG04BX03;acetohydroxamic acid
MG04BX06;phenazopyridine
MG04BX10;succinimide
MG04BX11;collagen
MG04BX12;phenyl salicylate
MG04BX13;dimethyl sulfoxide
MG04BX14;dapoxetine
MG04BX15;pentosan polysulfate sodium
MG04BX16;tiopronin
MG04BX17;sodium salicylate and methenamine
MG04C;agents used in benign prostatic hypertrophy
MG04CA;alpha-adrenoreceptor antagonists
MG04CA01;alfuzosin
MG04CA02;tamsulosin
MG04CA03;terazosin
MG04CA04;silodosin
MG04CA51;alfuzosin and finasteride
MG04CA52;tamsulosin and dutasteride
MG04CA53;tamsulosin and solifenacin
MG04CA54;tamsulosin and tadalafil
MG04CA55;doxazosin and finasteride
MG04CB;testosterone-5-alpha-reductase inhibitors
MG04CB01;finasteride
MG04CB02;dutasteride
MG04CB51;finasteride and tadalafil
MG04CX;other agents for benign prostatic hypertrophy
MG04CX01;African plum bark
MG04CX02;saw palmetto fruit
MG04CX03;mepartricin
MG04CX04;fexapotide
MH;Systemic hormone preparations, excl. sex hormones
MH01;pituitary and hypothalamic hormones and analogues
MH01A;anterior pituitary hormones and analogues
MH01AA;acth
MH01AA01;corticotropin
MH01AA02;tetracosactide
MH01AB;thyrotropin
MH01AB01;thyrotropin alfa
MH01AC;somatropin and somatropin agonists
MH01AC01;somatropin
MH01AC02;somatrem
MH01AC03;mecasermin
MH01AC04;sermorelin
MH01AC05;mecasermin rinfabate
MH01AC06;tesamorelin
MH01AC07;somapacitan
MH01AC08;somatrogon
MH01AC09;lonapegsomatropin
MH01AX;other anterior pituitary hormones and analogues
MH01AX01;pegvisomant
MH01B;retropituitary hormones
MH01BA;vasopressin and analogues
MH01BA01;vasopressin (argipressin)
MH01BA02;desmopressin
MH01BA03;lypressin
MH01BA04;terlipressin
MH01BA05;ornipressin
MH01BB;oxytocin and analogues
MH01BB01;demoxytocin
MH01BB02;oxytocin
MH01BB03;carbetocin
MH01C;hypothalamic hormones
MH01CA;gonadotropin-releasing hormones
MH01CA01;gonadorelin
MH01CA02;nafarelin
MH01CB;somatostatin and analogues
MH01CB01;somatostatin
MH01CB02;octreotide
MH01CB03;lanreotide
MH01CB04;vapreotid
MH01CB05;pasireotide
MH01CC;anti gonadotropin releasing hormones
MH01CC01;ganirelix
MH01CC02;cetrorelix
MH01CC03;elagolix
MH01CC04;linzagolix
MH01CC53;elagolix, estradiol and norethisterone
MH01CC54;relugolix, estradiol and norethisterone
MH02;corticosteroids for systemic use
MH02A;corticosteroids for systemic use, uncompounded
MH02AA;mineralocorticoids
MH02AA01;aldosterone
MH02AA02;fludrocortisone
MH02AA03;desoxycortone
MH02AB;glucocorticoids
MH02AB01;betamethasone
MH02AB02;dexamethasone
MH02AB03;fluocortolone
MH02AB04;methylprednisolone
MH02AB05;paramethasone
MH02AB06;prednisolone
MH02AB07;prednisone
MH02AB08;triamcinolone
MH02AB09;hydrocortisone
MH02AB10;cortisone
MH02AB11;prednylidene
MH02AB12;rimexolone
MH02AB13;deflazacort
MH02AB14;cloprednol
MH02AB15;meprednisone
MH02AB17;cortivazole
MH02AB18;vamorolone
MH02B;corticosteroids for systemic use, combinations
MH02BX;corticosteroids for systemic use, combinations
MH02BX01;methylprednisolone, combinations
MH02C;antiadrenal preparations
MH02CA;anticorticosteroids
MH02CA01;trilostane
MH02CA02;osilodrostat
MH02CA03;ketoconazole
MH02CA04;levoketoconazole
MH03;thyroid therapy
MH03A;thyroid preparations
MH03AA;thyroid hormones
MH03AA01;levothyroxine sodium
MH03AA02;liothyronine sodium
MH03AA03;levothyroxine and liothyronine in combination
MH03AA04;tiratricol
MH03AA05;thyroid preparations
MH03AA51;levothyroxine sodium and iodine compounds
MH03B;antithyroid preparations
MH03BA;thiouracils
MH03BA01;methylthiouracil
MH03BA02;propylthiouracil
MH03BA03;benzylthiouracil
MH03BB;sulfur-containing imidazole derivatives
MH03BB01;carbimazole
MH03BB02;thiamazole
MH03BB52;thiamazole, combinations
MH03BC;perchlorates
MH03BC01;potassium perchlorate
MH03BX;other antithyroid preparations
MH03BX01;diiodotyrosine
MH03BX02;dibromotyrosine
MH03C;iodine therapy
MH03CA;iodine therapy
MH04;pancreatic hormones
MH04A;glycogenolytic hormones
MH04AA;glycogenolytic hormones
MH04AA01;glucagon
MH04AA02;dasiglucagon
MH05;calcium homeostasis
MH05A;parathyroid hormones and analogues
MH05AA;parathyroid hormones and analogues
MH05AA01;parathyroid gland extract
MH05AA02;teriparatide
MH05AA03;parathyroid hormone
MH05AA04;abaloparatide
MH05AA05;palopegteriparatide
MH05B;anti-parathyroid agents
MH05BA;calcitonin preparations
MH05BA01;calcitonin (salmon, synthetic)
MH05BA02;calcitonin (porcine, natural)
MH05BA03;calcitonin (human, synthetic)
MH05BA04;elcatonin
MH05BX;other anti-parathyroid agents
MH05BX01;cinacalcet
MH05BX02;paricalcitol
MH05BX03;doxercalciferol
MH05BX04;etelcalcetide
MH05BX05;calcifediol
MH05BX06;evocalcet
MJ;Anti-infectives for systemic use
MJ01;antibacterials for systemic use
MJ01A;tetracyclines
MJ01AA;tetracyclines
MJ01AA01;demeclocycline
MJ01AA02;doxycycline
MJ01AA03;chlortetracycline
MJ01AA04;lymecycline
MJ01AA05;metacycline
MJ01AA06;oxytetracycline
MJ01AA07;tetracycline
MJ01AA08;minocycline
MJ01AA09;rolitetracycline
MJ01AA10;penimepicycline
MJ01AA11;clomocycline
MJ01AA12;tigecycline
MJ01AA13;eravacycline
MJ01AA14;sarecycline
MJ01AA15;omadacycline
MJ01AA20;combinations of tetracyclines
MJ01AA56;oxytetracycline, combinations
MJ01B;amphenicols
MJ01BA;amphenicols
MJ01BA01;chloramphenicol
MJ01BA02;thiamphenicol
MJ01BA52;thiamphenicol, comb.
MJ01C;beta-lactam antibacterials, penicillins
MJ01CA;extended spectrum penicillins
MJ01CA01;ampicillin
MJ01CA02;pivampicillin
MJ01CA03;carbenicillin
MJ01CA04;amoxicillin
MJ01CA05;carindacillin
MJ01CA06;bacampicillin
MJ01CA07;epicilline
MJ01CA08;pivmecillinam
MJ01CA09;azlocillin
MJ01CA10;mezlocillin
MJ01CA11;mecillinam
MJ01CA12;piperacillin
MJ01CA13;ticarcillin
MJ01CA14;metampicillin
MJ01CA15;talampicillin
MJ01CA16;sulbenicillin
MJ01CA17;temocilline
MJ01CA18;hetacillin
MJ01CA19;aspoxicillin
MJ01CA20;combinations of extended-spectrum penicillins
MJ01CA51;ampicillin, combinations
MJ01CE;beta-lactamase sensitive penicillins
MJ01CE01;benzylpenicillin
MJ01CE02;phenoxymethylpenicillin
MJ01CE03;propicillin
MJ01CE04;azidocillin
MJ01CE05;pheneticillin
MJ01CE06;penamecillin
MJ01CE07;clomethocillin
MJ01CE08;benzathine benzylpenicillin
MJ01CE09;procaine penicillin
MJ01CE10;benzathine phenoxymethylpenicillin
MJ01CE30;combinations of beta-lactamase sensitive penicillins
MJ01CF;beta-lactamase resistant penicillins
MJ01CF01;dicloxacillin
MJ01CF02;cloxacillin
MJ01CF03;methicillin
MJ01CF04;oxacillin
MJ01CF05;flucloxacillin
MJ01CF06;nafcillin
MJ01CG;beta-lactamase inhibitors
MJ01CG01;sulbactam
MJ01CG02;tazobactam
MJ01CR;combination of penicillins, incl. beta-lactamase inhib.
MJ01CR01;ampicillin and beta-lactamase inhibitor
MJ01CR02;amoxicillin and beta-lactamase inhibitor
MJ01CR03;ticarcillin and beta-lactamase inhibitor
MJ01CR04;sultamicillin and enzyme inhibitor
MJ01CR05;piperacillin and beta-lactamase inhibitor
MJ01CR50;combinations of penicillins
MJ01D;other beta-lactam antibacterials
MJ01DB;cephalosporins, 1st generation
MJ01DB01;cephalexin
MJ01DB02;cephaloridine
MJ01DB03;cephalothin
MJ01DB04;cefazolin
MJ01DB05;cefadroxil
MJ01DB06;cefazedone
MJ01DB07;cefatrizine
MJ01DB08;cephapirin
MJ01DB09;cephradine
MJ01DB10;cefacetril
MJ01DB11;cefroxadine
MJ01DB12;ceftezol
MJ01DC;cephalosporins, 2nd generation
MJ01DC01;cefoxitin
MJ01DC02;cefuroxime
MJ01DC03;cefamandole
MJ01DC04;cefaclor
MJ01DC05;cefotetan
MJ01DC06;cefonicide
MJ01DC07;cefotiam
MJ01DC08;loracarbef
MJ01DC09;cefmetazole
MJ01DC10;cefprozil
MJ01DC11;ceforanid
MJ01DC12;cefminox
MJ01DC13;cefbuperazone
MJ01DC14;flomoxef
MJ01DC52;cefuroxime and beta-lactamase inhibitor
MJ01DD;cephalosporins, 3rd generation
MJ01DD01;cefotaxime
MJ01DD02;ceftazidime
MJ01DD03;cefsulodin
MJ01DD04;ceftriaxone
MJ01DD05;cefmenoxime
MJ01DD06;latamoxef
MJ01DD07;ceftizoxime
MJ01DD08;cefixime
MJ01DD09;cefodizime
MJ01DD10;cefetamet
MJ01DD11;cefpiramide
MJ01DD12;cefoperazone
MJ01DD13;cefpodoxime
MJ01DD14;ceftibuten
MJ01DD15;cefdinir
MJ01DD16;cefditoren
MJ01DD17;cefcapen
MJ01DD18;cefteram
MJ01DD51;cefotaxime and beta-lactamase inhibitor
MJ01DD52;ceftazidime and beta-lactamase inhibitor
MJ01DD54;ceftriaxone, combinations
MJ01DD58;cefixime and beta-lactamase inhibitor
MJ01DD62;cefoperazone and beta-lactamase inhibitor
MJ01DD63;ceftriaxone and beta-lactamase inhibitor
MJ01DD64;cefpodoxime and beta-lactamase inhibitor
MJ01DE;cephalosporins, 4th generation
MJ01DE01;cefepime
MJ01DE02;cefpirome
MJ01DE03;cefozopran
MJ01DE51;cefepime and beta-lactamase inhibitor
MJ01DF;monobactams
MJ01DF01;aztreonam
MJ01DF02;carumonam
MJ01DF51;aztreonam and beta-lactamase inhibitor
MJ01DH;carbapenems
MJ01DH02;meropenem
MJ01DH03;ertapenem
MJ01DH04;doripenem
MJ01DH05;biapenem
MJ01DH06;tebipenem pivoxil
MJ01DH51;imipenem and cilastatin
MJ01DH52;meropenem and vaborbactam
MJ01DH55;panipenem and betamiprone
MJ01DH56;imipenem, cilastatin and relebactam
MJ01DI;other cephalosporins and penems
MJ01DI01;ceftobiprolmedocaril
MJ01DI02;ceftaroline fosamil
MJ01DI03;faropenem
MJ01DI04;cefiderocol
MJ01DI54;ceftolozane and beta-lactamase inhibitor
MJ01E;sulfonamides and trimethoprim
MJ01EA;trimethoprim and derivatives
MJ01EA01;trimethoprim
MJ01EA02;brodimoprim
